,1,2,3,4,5,6,7,group
022002_0186,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
053450_0137,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
138000_0021,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
115708_0294,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
061746_0281,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
043851_0161,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
109167_0240,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
133846_0207,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
001428_0046,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
116124_0205,drums,voice,synthesizer,guitar,violin,cymbals,piano,1871.0
144190_0060,drums,voice,synthesizer,guitar,violin,flute,mallet_percussion,1872.0
138397_0017,drums,voice,synthesizer,guitar,violin,flute,piano,1873.0
054504_0537,drums,voice,synthesizer,guitar,violin,mallet_percussion,bass,1874.0
073538_0172,drums,voice,synthesizer,guitar,violin,mallet_percussion,flute,1875.0
151171_0156,drums,voice,synthesizer,guitar,violin,mallet_percussion,piano,1876.0
151868_0187,drums,voice,synthesizer,guitar,violin,mallet_percussion,piano,1876.0
132394_0406,drums,voice,synthesizer,guitar,violin,organ,mallet_percussion,1877.0
130325_0852,drums,voice,synthesizer,guitar,violin,piano,bagpipes,1878.0
146389_0055,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
086513_0112,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
024746_0119,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
071706_0536,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
091157_0044,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
072773_0018,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
137292_0037,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
147694_0161,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
085022_0200,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
026626_0017,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
098151_0113,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
153894_0121,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
050285_0269,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
094465_0188,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
028392_0024,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
051511_0131,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
039176_0025,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
095627_0130,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
137289_0147,drums,voice,synthesizer,guitar,violin,piano,bass,1879.0
037472_0030,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
070769_0101,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
033026_0381,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
023583_0217,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
019269_0050,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
058492_0290,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
067870_0076,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
054144_0162,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
140849_0259,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
048477_0327,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
076274_0265,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
127217_0179,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
035377_0097,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
083363_0066,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
148001_0450,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
100508_0021,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
085930_0152,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
021005_0138,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
024107_0587,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
097395_0017,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
080878_0138,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
089211_0288,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
147626_0052,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
125690_0285,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
125158_0163,drums,voice,synthesizer,guitar,violin,piano,cymbals,1880.0
124821_0050,drums,voice,synthesizer,guitar,violin,piano,mallet_percussion,1881.0
139434_0144,drums,voice,synthesizer,guitar,violin,piano,mallet_percussion,1881.0
031380_0096,drums,voice,synthesizer,guitar,violin,piano,mallet_percussion,1881.0
136803_1124,drums,voice,synthesizer,guitar,violin,piano,organ,1882.0
143954_0045,drums,voice,synthesizer,guitar,violin,piano,organ,1882.0
072932_0108,drums,voice,synthesizer,guitar,violin,piano,organ,1882.0
029465_0196,drums,voice,synthesizer,guitar,violin,piano,organ,1882.0
094709_0080,drums,voice,synthesizer,guitar,violin,piano,organ,1882.0
106919_0076,drums,voice,synthesizer,guitar,violin,piano,ukulele,1883.0
121743_0194,drums,voice,synthesizer,guitar,violin,piano,ukulele,1883.0
046325_0172,drums,voice,synthesizer,guitar,violin,trombone,trumpet,1884.0
085318_0128,drums,voice,synthesizer,guitar,violin,trumpet,bass,1885.0
087130_0121,drums,voice,synthesizer,guitar,violin,trumpet,piano,1886.0
058491_0362,drums,voice,synthesizer,guitar,violin,ukulele,piano,1887.0
150169_1115,drums,voice,synthesizer,mallet_percussion,guitar,bass,flute,1888.0
074294_0198,drums,voice,synthesizer,mallet_percussion,guitar,bass,piano,1889.0
147059_0132,drums,voice,synthesizer,mallet_percussion,guitar,bass,violin,1890.0
056302_0105,drums,voice,synthesizer,mallet_percussion,guitar,cymbals,piano,1891.0
018454_0023,drums,voice,synthesizer,mallet_percussion,guitar,flute,ukulele,1892.0
031590_0013,drums,voice,synthesizer,mallet_percussion,guitar,violin,piano,1893.0
069799_0086,drums,voice,synthesizer,mallet_percussion,piano,guitar,organ,1894.0
012089_0076,drums,voice,synthesizer,mallet_percussion,piano,organ,guitar,1895.0
123973_0137,drums,voice,synthesizer,mallet_percussion,violin,guitar,piano,1896.0
037739_0061,drums,voice,synthesizer,mandolin,guitar,mallet_percussion,ukulele,1897.0
110814_0097,drums,voice,synthesizer,organ,guitar,piano,mallet_percussion,1898.0
134262_0047,drums,voice,synthesizer,piano,guitar,cymbals,violin,1899.0
100324_0220,drums,voice,synthesizer,piano,guitar,cymbals,violin,1899.0
015906_0205,drums,voice,synthesizer,piano,guitar,cymbals,violin,1899.0
046692_0135,drums,voice,synthesizer,piano,guitar,cymbals,violin,1899.0
071914_0187,drums,voice,synthesizer,piano,guitar,mallet_percussion,cymbals,1900.0
138386_0691,drums,voice,synthesizer,piano,guitar,mallet_percussion,violin,1901.0
057668_2403,drums,voice,synthesizer,piano,guitar,organ,mallet_percussion,1902.0
094246_0142,drums,voice,synthesizer,piano,guitar,violin,cymbals,1903.0
096085_0158,drums,voice,synthesizer,piano,guitar,violin,cymbals,1903.0
152856_0336,drums,voice,synthesizer,piano,guitar,violin,cymbals,1903.0
012029_0018,drums,voice,synthesizer,piano,guitar,violin,flute,1904.0
120064_0141,drums,voice,synthesizer,piano,guitar,violin,mallet_percussion,1905.0
032101_0285,drums,voice,synthesizer,piano,guitar,violin,organ,1906.0
043608_0132,drums,voice,synthesizer,piano,violin,guitar,mallet_percussion,1907.0
095061_0519,drums,voice,synthesizer,violin,bagpipes,guitar,piano,1908.0
014278_0257,drums,voice,synthesizer,violin,cymbals,guitar,piano,1909.0
061750_0008,drums,voice,synthesizer,violin,cymbals,guitar,piano,1909.0
098763_0003,drums,voice,synthesizer,violin,cymbals,mallet_percussion,piano,1910.0
066610_0064,drums,voice,synthesizer,violin,guitar,bagpipes,piano,1911.0
097408_0144,drums,voice,synthesizer,violin,guitar,bagpipes,piano,1911.0
107178_0257,drums,voice,synthesizer,violin,guitar,bass,piano,1912.0
043131_0126,drums,voice,synthesizer,violin,guitar,bass,piano,1912.0
039310_0337,drums,voice,synthesizer,violin,guitar,cello,bass,1913.0
135381_0116,drums,voice,synthesizer,violin,guitar,cymbals,bass,1914.0
037163_0010,drums,voice,synthesizer,violin,guitar,cymbals,bass,1914.0
120706_0389,drums,voice,synthesizer,violin,guitar,cymbals,mallet_percussion,1915.0
014716_0030,drums,voice,synthesizer,violin,guitar,cymbals,mallet_percussion,1915.0
057016_0370,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
098875_0286,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
011770_0015,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
130801_0183,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
040682_0113,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
097969_0175,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
070121_0035,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
016598_0249,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
038367_0006,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
097672_0041,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
143299_0166,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
098961_0163,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
118243_0101,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
112489_0165,drums,voice,synthesizer,violin,guitar,cymbals,piano,1916.0
026499_0495,drums,voice,synthesizer,violin,guitar,flute,piano,1917.0
067750_0268,drums,voice,synthesizer,violin,guitar,mallet_percussion,piano,1918.0
151026_0041,drums,voice,synthesizer,violin,guitar,mallet_percussion,piano,1918.0
084914_0134,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
082334_0079,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
120157_0048,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
068651_0375,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
079256_0162,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
150183_0327,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
098973_0164,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
088434_0349,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
091031_0248,drums,voice,synthesizer,violin,guitar,piano,bass,1919.0
026530_0038,drums,voice,synthesizer,violin,guitar,piano,cello,1920.0
094247_0257,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
021296_0023,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
081883_0038,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
035080_0102,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
098978_0363,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
021398_0065,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
111951_0152,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
052456_0115,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
012026_0198,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
063789_0063,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
051894_0255,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
071697_0212,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
142180_0076,drums,voice,synthesizer,violin,guitar,piano,cymbals,1921.0
140925_0176,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
096526_0102,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
057406_0037,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
014248_0371,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
092917_0001,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
146243_0158,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
129053_0295,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
139478_0131,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
134811_0109,drums,voice,synthesizer,violin,guitar,piano,mallet_percussion,1922.0
061949_0165,drums,voice,synthesizer,violin,guitar,piano,trumpet,1923.0
056701_0071,drums,voice,synthesizer,violin,guitar,piano,trumpet,1923.0
106666_0197,drums,voice,synthesizer,violin,guitar,piano,trumpet,1923.0
098983_0011,drums,voice,synthesizer,violin,guitar,piano,trumpet,1923.0
086888_2096,drums,voice,synthesizer,violin,guitar,trombone,trumpet,1924.0
145709_0089,drums,voice,synthesizer,violin,guitar,trumpet,piano,1925.0
129014_0160,drums,voice,synthesizer,violin,mallet_percussion,guitar,cymbals,1926.0
031851_0266,drums,voice,synthesizer,violin,mallet_percussion,piano,guitar,1927.0
032513_0096,drums,voice,synthesizer,violin,piano,cymbals,guitar,1928.0
021343_0170,drums,voice,synthesizer,violin,piano,cymbals,guitar,1928.0
153984_0177,drums,voice,synthesizer,violin,piano,guitar,cello,1929.0
123972_0122,drums,voice,synthesizer,violin,piano,guitar,cymbals,1930.0
105550_0337,drums,voice,synthesizer,violin,piano,guitar,cymbals,1930.0
087854_0098,drums,voice,synthesizer,violin,piano,guitar,cymbals,1930.0
072597_0172,drums,voice,synthesizer,violin,piano,guitar,cymbals,1930.0
118204_0065,drums,voice,synthesizer,violin,piano,guitar,flute,1931.0
137299_0080,drums,voice,synthesizer,violin,piano,guitar,flute,1931.0
146699_0113,drums,voice,synthesizer,violin,piano,guitar,mallet_percussion,1932.0
092250_0113,drums,voice,synthesizer,violin,trombone,guitar,trumpet,1933.0
003845_0290,drums,voice,trombone,guitar,trumpet,synthesizer,violin,1934.0
140633_0027,drums,voice,trombone,guitar,trumpet,synthesizer,violin,1934.0
074895_0131,drums,voice,trumpet,guitar,trombone,piano,saxophone,1935.0
150604_0176,drums,voice,trumpet,saxophone,trombone,guitar,cymbals,1936.0
131931_1635,drums,voice,trumpet,trombone,guitar,piano,bagpipes,1937.0
033223_0298,drums,voice,trumpet,trombone,guitar,saxophone,organ,1938.0
061643_0041,drums,voice,trumpet,trombone,synthesizer,guitar,saxophone,1939.0
052894_0558,drums,voice,trumpet,violin,guitar,flute,trombone,1940.0
079969_0236,drums,voice,ukulele,mallet_percussion,violin,guitar,synthesizer,1941.0
096169_0104,drums,voice,violin,bagpipes,guitar,banjo,accordion,1942.0
032988_0126,drums,voice,violin,cello,synthesizer,bass,guitar,1943.0
013750_0223,drums,voice,violin,cymbals,guitar,synthesizer,bass,1944.0
117130_0072,drums,voice,violin,cymbals,guitar,synthesizer,piano,1945.0
058078_0022,drums,voice,violin,cymbals,guitar,trumpet,flute,1946.0
104833_0249,drums,voice,violin,cymbals,synthesizer,guitar,piano,1947.0
129156_0013,drums,voice,violin,flute,cello,synthesizer,guitar,1948.0
052742_0035,drums,voice,violin,guitar,bagpipes,cymbals,trumpet,1949.0
126151_0175,drums,voice,violin,guitar,cello,synthesizer,cymbals,1950.0
044470_0169,drums,voice,violin,guitar,cymbals,synthesizer,mallet_percussion,1951.0
024641_0148,drums,voice,violin,guitar,cymbals,synthesizer,piano,1952.0
114333_0125,drums,voice,violin,guitar,cymbals,synthesizer,piano,1952.0
060525_0193,drums,voice,violin,guitar,piano,synthesizer,cymbals,1953.0
129675_0022,drums,voice,violin,guitar,piano,synthesizer,cymbals,1953.0
095106_0355,drums,voice,violin,guitar,saxophone,cymbals,bass,1954.0
013888_0044,drums,voice,violin,guitar,synthesizer,bass,cymbals,1955.0
094718_0008,drums,voice,violin,guitar,synthesizer,cymbals,bass,1956.0
064421_0067,drums,voice,violin,guitar,synthesizer,cymbals,bass,1956.0
094245_0204,drums,voice,violin,guitar,synthesizer,cymbals,mallet_percussion,1957.0
116573_0079,drums,voice,violin,guitar,synthesizer,cymbals,piano,1958.0
023367_0173,drums,voice,violin,guitar,synthesizer,cymbals,saxophone,1959.0
120894_0008,drums,voice,violin,guitar,synthesizer,mallet_percussion,cymbals,1960.0
122145_0033,drums,voice,violin,guitar,synthesizer,mallet_percussion,flute,1961.0
068942_0185,drums,voice,violin,guitar,synthesizer,mallet_percussion,piano,1962.0
115659_0223,drums,voice,violin,guitar,synthesizer,piano,accordion,1963.0
012006_0257,drums,voice,violin,guitar,synthesizer,piano,bass,1964.0
148706_0177,drums,voice,violin,guitar,trumpet,trombone,piano,1965.0
040823_0187,drums,voice,violin,piano,flute,guitar,synthesizer,1966.0
097647_0546,drums,voice,violin,saxophone,flute,guitar,mallet_percussion,1967.0
001043_0320,drums,voice,violin,saxophone,guitar,synthesizer,harmonica,1968.0
027399_0250,drums,voice,violin,synthesizer,cymbals,guitar,piano,1969.0
100976_0007,drums,voice,violin,synthesizer,guitar,cymbals,bass,1970.0
071692_0141,drums,voice,violin,synthesizer,guitar,cymbals,piano,1971.0
097269_0101,drums,voice,violin,synthesizer,guitar,cymbals,piano,1971.0
046728_0058,drums,voice,violin,synthesizer,guitar,cymbals,piano,1971.0
141621_0287,drums,voice,violin,synthesizer,guitar,cymbals,piano,1971.0
143390_0072,drums,voice,violin,synthesizer,guitar,piano,bass,1972.0
123588_0092,drums,voice,violin,synthesizer,guitar,piano,bass,1972.0
081885_0184,drums,voice,violin,synthesizer,guitar,piano,cello,1973.0
072746_0140,drums,voice,violin,synthesizer,guitar,piano,cymbals,1974.0
071248_0274,drums,voice,violin,synthesizer,guitar,piano,cymbals,1974.0
027681_0057,drums,voice,violin,synthesizer,guitar,piano,cymbals,1974.0
014358_0184,drums,voice,violin,synthesizer,guitar,piano,cymbals,1974.0
035501_0017,drums,voice,violin,synthesizer,guitar,piano,cymbals,1974.0
105824_0004,drums,voice,violin,synthesizer,guitar,piano,cymbals,1974.0
094809_0032,drums,voice,violin,synthesizer,guitar,piano,flute,1975.0
097994_0071,drums,voice,violin,synthesizer,guitar,piano,mallet_percussion,1976.0
104834_0264,drums,voice,violin,synthesizer,guitar,piano,mallet_percussion,1976.0
070180_0155,drums,voice,violin,synthesizer,guitar,piano,trumpet,1977.0
018851_0026,drums,voice,violin,synthesizer,guitar,piano,trumpet,1977.0
123971_0090,drums,voice,violin,synthesizer,mallet_percussion,guitar,piano,1978.0
113960_0051,drums,voice,violin,synthesizer,organ,guitar,piano,1979.0
103985_0064,drums,voice,violin,synthesizer,piano,guitar,cymbals,1980.0
053455_0131,drums,voice,violin,synthesizer,piano,guitar,cymbals,1980.0
148398_0067,drums,voice,violin,synthesizer,piano,guitar,mallet_percussion,1981.0
059779_0032,flute,accordion,voice,clarinet,trumpet,violin,piano,1982.0
096950_0110,flute,clarinet,saxophone,guitar,trumpet,piano,harp,1983.0
052868_0036,flute,drums,guitar,saxophone,trombone,clarinet,trumpet,1984.0
024092_0752,flute,drums,guitar,voice,violin,ukulele,synthesizer,1985.0
019848_0129,flute,drums,synthesizer,voice,guitar,violin,piano,1986.0
150687_0192,flute,drums,violin,piano,voice,mallet_percussion,guitar,1987.0
084151_0208,flute,drums,violin,voice,guitar,synthesizer,piano,1988.0
109434_0158,flute,drums,voice,guitar,saxophone,violin,cymbals,1989.0
097651_0196,flute,drums,voice,violin,synthesizer,piano,guitar,1990.0
095276_0106,flute,guitar,cello,bass,saxophone,voice,drums,1991.0
092603_1026,flute,guitar,drums,voice,piano,cymbals,violin,1992.0
001020_0024,flute,guitar,drums,voice,piano,mallet_percussion,synthesizer,1993.0
075453_0154,flute,guitar,drums,voice,violin,synthesizer,trumpet,1994.0
032442_0106,flute,guitar,piano,violin,saxophone,voice,drums,1995.0
147437_0179,flute,guitar,piano,voice,synthesizer,drums,bass,1996.0
132075_0094,flute,guitar,synthesizer,drums,violin,clarinet,piano,1997.0
088700_0134,flute,guitar,synthesizer,mallet_percussion,piano,voice,drums,1998.0
022134_0118,flute,guitar,synthesizer,voice,organ,piano,mallet_percussion,1999.0
106812_1254,flute,guitar,violin,clarinet,synthesizer,drums,voice,2000.0
154286_0423,flute,guitar,violin,synthesizer,voice,harmonica,piano,2001.0
105812_0048,flute,guitar,voice,drums,harmonica,synthesizer,mallet_percussion,2002.0
089644_0057,flute,guitar,voice,drums,synthesizer,piano,violin,2003.0
093084_0173,flute,guitar,voice,piano,organ,bass,ukulele,2004.0
047667_1047,flute,guitar,voice,piano,violin,drums,organ,2005.0
151054_0172,flute,guitar,voice,synthesizer,drums,violin,piano,2006.0
013574_1168,flute,guitar,voice,trumpet,piano,trombone,clarinet,2007.0
024966_0358,flute,guitar,voice,trumpet,violin,clarinet,piano,2008.0
030123_0067,flute,harmonica,violin,bagpipes,trumpet,clarinet,voice,2009.0
141312_0179,flute,harmonica,violin,drums,voice,guitar,synthesizer,2010.0
052138_0073,flute,mallet_percussion,piano,synthesizer,voice,guitar,drums,2011.0
093949_0253,flute,mallet_percussion,synthesizer,accordion,harmonica,violin,piano,2012.0
084584_0043,flute,mallet_percussion,synthesizer,guitar,piano,voice,drums,2013.0
017003_0061,flute,mallet_percussion,synthesizer,piano,voice,guitar,organ,2014.0
026697_0120,flute,mallet_percussion,synthesizer,voice,guitar,piano,drums,2015.0
149400_0060,flute,mallet_percussion,violin,drums,synthesizer,voice,piano,2016.0
026975_0233,flute,mallet_percussion,voice,synthesizer,piano,organ,guitar,2017.0
105023_0070,flute,mallet_percussion,voice,violin,synthesizer,drums,piano,2018.0
027969_0011,flute,saxophone,guitar,clarinet,violin,drums,voice,2019.0
093082_0173,flute,saxophone,guitar,voice,violin,harmonica,clarinet,2020.0
125053_0062,flute,saxophone,synthesizer,drums,voice,violin,guitar,2021.0
041132_0038,flute,synthesizer,drums,mallet_percussion,voice,guitar,violin,2022.0
108822_0179,flute,synthesizer,guitar,drums,voice,bass,mallet_percussion,2023.0
037077_0028,flute,synthesizer,guitar,piano,drums,violin,trumpet,2024.0
016194_0016,flute,synthesizer,guitar,piano,voice,mallet_percussion,drums,2025.0
053094_0217,flute,synthesizer,guitar,voice,drums,piano,mallet_percussion,2026.0
018307_0055,flute,synthesizer,guitar,voice,drums,violin,piano,2027.0
076472_1351,flute,synthesizer,guitar,voice,mallet_percussion,drums,piano,2028.0
139068_0315,flute,synthesizer,guitar,voice,piano,drums,violin,2029.0
091594_0077,flute,synthesizer,guitar,voice,piano,mallet_percussion,drums,2030.0
026588_0022,flute,synthesizer,mallet_percussion,piano,guitar,drums,voice,2031.0
073320_0521,flute,synthesizer,organ,drums,voice,piano,mallet_percussion,2032.0
134541_0646,flute,synthesizer,violin,drums,guitar,trumpet,voice,2033.0
088916_0183,flute,synthesizer,voice,drums,violin,harmonica,guitar,2034.0
065561_0157,flute,synthesizer,voice,guitar,drums,violin,bagpipes,2035.0
028532_0746,flute,synthesizer,voice,mallet_percussion,guitar,drums,piano,2036.0
144621_0117,flute,synthesizer,voice,piano,violin,guitar,drums,2037.0
039126_1406,flute,synthesizer,voice,violin,drums,piano,harmonica,2038.0
021562_0469,flute,trombone,piano,trumpet,saxophone,voice,guitar,2039.0
105468_0157,flute,trumpet,synthesizer,accordion,violin,saxophone,voice,2040.0
133002_0176,flute,trumpet,violin,guitar,synthesizer,clarinet,drums,2041.0
037018_0173,flute,trumpet,violin,voice,trombone,synthesizer,cello,2042.0
036629_0128,flute,violin,drums,voice,guitar,mallet_percussion,piano,2043.0
120729_0101,flute,violin,guitar,harmonica,saxophone,accordion,piano,2044.0
106114_0033,flute,violin,guitar,trumpet,voice,saxophone,drums,2045.0
060183_0456,flute,violin,harmonica,accordion,piano,synthesizer,voice,2046.0
085415_0105,flute,violin,harmonica,trumpet,voice,saxophone,accordion,2047.0
139058_0024,flute,violin,piano,cello,trombone,trumpet,clarinet,2048.0
037560_0010,flute,violin,synthesizer,bagpipes,piano,voice,harmonica,2049.0
134698_0348,flute,violin,synthesizer,voice,guitar,mallet_percussion,piano,2050.0
035453_0044,flute,violin,synthesizer,voice,mallet_percussion,piano,drums,2051.0
106787_1449,flute,violin,voice,cello,organ,clarinet,piano,2052.0
041518_0140,flute,violin,voice,cello,organ,trumpet,piano,2053.0
092853_0443,flute,violin,voice,guitar,piano,organ,drums,2054.0
121999_0228,flute,violin,voice,synthesizer,drums,trumpet,guitar,2055.0
149043_0091,flute,violin,voice,synthesizer,guitar,organ,drums,2056.0
145882_0166,flute,violin,voice,synthesizer,mallet_percussion,guitar,drums,2057.0
114110_0000,flute,violin,voice,synthesizer,organ,guitar,piano,2058.0
097344_0223,flute,violin,voice,synthesizer,piano,guitar,mallet_percussion,2059.0
004017_0026,flute,violin,voice,trumpet,piano,drums,saxophone,2060.0
125050_0140,flute,voice,bagpipes,clarinet,guitar,synthesizer,drums,2061.0
097187_0585,flute,voice,bagpipes,synthesizer,trumpet,guitar,violin,2062.0
106755_0460,flute,voice,clarinet,violin,synthesizer,trumpet,saxophone,2063.0
113017_0026,flute,voice,drums,guitar,synthesizer,piano,bass,2064.0
107564_0074,flute,voice,drums,synthesizer,violin,mallet_percussion,piano,2065.0
033088_0033,flute,voice,guitar,drums,synthesizer,piano,mallet_percussion,2066.0
018971_0111,flute,voice,guitar,drums,trumpet,trombone,violin,2067.0
061460_0796,flute,voice,guitar,mallet_percussion,drums,synthesizer,piano,2068.0
083184_0592,flute,voice,guitar,mallet_percussion,violin,synthesizer,piano,2069.0
137404_0180,flute,voice,guitar,organ,clarinet,drums,violin,2070.0
149402_0245,flute,voice,guitar,piano,organ,synthesizer,bass,2071.0
079442_0524,flute,voice,guitar,synthesizer,drums,mallet_percussion,piano,2072.0
121218_0097,flute,voice,guitar,synthesizer,drums,piano,mallet_percussion,2073.0
026327_0022,flute,voice,guitar,synthesizer,drums,violin,piano,2074.0
110609_0901,flute,voice,guitar,synthesizer,piano,harmonica,violin,2075.0
029347_0268,flute,voice,harmonica,drums,violin,guitar,organ,2076.0
120015_0036,flute,voice,mallet_percussion,drums,synthesizer,guitar,piano,2077.0
106112_0338,flute,voice,mallet_percussion,guitar,drums,synthesizer,cymbals,2078.0
136554_0042,flute,voice,mallet_percussion,guitar,violin,piano,synthesizer,2079.0
004164_0344,flute,voice,mallet_percussion,synthesizer,piano,organ,guitar,2080.0
126107_0441,flute,voice,mallet_percussion,synthesizer,violin,harmonica,piano,2081.0
106781_1637,flute,voice,mallet_percussion,violin,synthesizer,drums,guitar,2082.0
046642_0277,flute,voice,piano,violin,drums,guitar,cello,2083.0
089593_1788,flute,voice,saxophone,violin,trumpet,guitar,drums,2084.0
137868_0118,flute,voice,synthesizer,drums,guitar,violin,piano,2085.0
110100_0087,flute,voice,synthesizer,guitar,drums,organ,piano,2086.0
105761_0170,flute,voice,synthesizer,guitar,mallet_percussion,piano,violin,2087.0
024660_0003,flute,voice,synthesizer,guitar,piano,violin,mallet_percussion,2088.0
029511_0221,flute,voice,synthesizer,guitar,violin,mallet_percussion,trumpet,2089.0
069026_0450,flute,voice,synthesizer,piano,drums,guitar,violin,2090.0
083703_0715,flute,voice,synthesizer,piano,guitar,drums,organ,2091.0
020314_0117,flute,voice,synthesizer,trumpet,guitar,drums,piano,2092.0
124752_0189,flute,voice,synthesizer,violin,drums,mallet_percussion,guitar,2093.0
131465_0131,flute,voice,synthesizer,violin,drums,piano,guitar,2094.0
125055_0144,flute,voice,trumpet,saxophone,violin,synthesizer,drums,2095.0
142874_0533,flute,voice,trumpet,violin,drums,harmonica,synthesizer,2096.0
107495_0422,flute,voice,violin,guitar,drums,harmonica,organ,2097.0
073246_0021,flute,voice,violin,guitar,drums,synthesizer,organ,2098.0
036021_0132,flute,voice,violin,guitar,harmonica,trumpet,piano,2099.0
